episodio,goal_id,tipo_episodio,resultado,pasos,reward,llego_estanteria
1,goal_01,ciclo_completo,exito,1370,344.63,True
2,goal_01,ciclo_completo,exito,1369,344.51,True
3,goal_01,ciclo_completo,exito,1369,344.51,True
4,goal_01,ciclo_completo,exito,1369,344.51,True
5,goal_01,ciclo_completo,exito,1369,344.51,True
6,goal_01,ciclo_completo,exito,1369,344.51,True
7,goal_01,ciclo_completo,exito,1369,344.51,True
8,goal_01,ciclo_completo,exito,1369,344.51,True
9,goal_01,ciclo_completo,exito,1369,344.51,True
10,goal_01,ciclo_completo,exito,1369,344.51,True
11,goal_01,ciclo_completo,exito,1369,344.51,True
12,goal_01,ciclo_completo,exito,1369,344.51,True
13,goal_01,ciclo_completo,exito,1369,344.51,True
14,goal_01,ciclo_completo,exito,1369,344.51,True
15,goal_01,ciclo_completo,exito,1369,344.51,True
16,goal_01,ciclo_completo,exito,1369,344.51,True
17,goal_01,ciclo_completo,exito,1369,344.51,True
18,goal_01,ciclo_completo,exito,1369,344.51,True
19,goal_01,ciclo_completo,exito,1369,344.51,True
20,goal_01,ciclo_completo,exito,1369,344.51,True
21,goal_01,ciclo_completo,exito,1369,344.51,True
22,goal_01,ciclo_completo,exito,1369,344.51,True
23,goal_01,ciclo_completo,exito,1369,344.51,True
24,goal_01,ciclo_completo,exito,1369,344.52,True
25,goal_01,ciclo_completo,exito,1369,344.52,True
26,goal_01,ciclo_completo,exito,1369,344.51,True
27,goal_01,ciclo_completo,exito,1369,344.51,True
28,goal_01,ciclo_completo,exito,1369,344.51,True
29,goal_01,ciclo_completo,exito,1369,344.51,True
30,goal_01,ciclo_completo,exito,1369,344.51,True
31,goal_01,ciclo_completo,exito,1369,344.51,True
32,goal_01,ciclo_completo,exito,1369,344.51,True
33,goal_01,ciclo_completo,exito,1369,344.51,True
34,goal_01,ciclo_completo,exito,1369,344.51,True
35,goal_01,ciclo_completo,exito,1369,344.51,True
36,goal_01,ciclo_completo,exito,1369,344.51,True
37,goal_01,ciclo_completo,exito,1369,344.51,True
38,goal_01,ciclo_completo,exito,1369,344.51,True
39,goal_01,ciclo_completo,exito,1369,344.51,True
40,goal_01,ciclo_completo,exito,1369,344.51,True
41,goal_01,ciclo_completo,exito,1369,344.52,True
42,goal_01,ciclo_completo,exito,1369,344.51,True
43,goal_01,ciclo_completo,exito,1369,344.51,True
44,goal_01,ciclo_completo,exito,1369,344.51,True
45,goal_01,ciclo_completo,exito,1369,344.51,True
46,goal_01,ciclo_completo,exito,1369,344.51,True
47,goal_01,ciclo_completo,exito,1369,344.51,True
48,goal_01,ciclo_completo,exito,1369,344.51,True
49,goal_01,ciclo_completo,exito,1369,344.51,True
50,goal_01,ciclo_completo,exito,1369,344.51,True
51,goal_01,ciclo_completo,exito,1369,344.51,True
52,goal_01,ciclo_completo,exito,1369,344.51,True
53,goal_01,ciclo_completo,exito,1369,344.51,True
54,goal_01,ciclo_completo,exito,1369,344.51,True
55,goal_01,ciclo_completo,exito,1369,344.51,True
56,goal_01,ciclo_completo,exito,1369,344.51,True
57,goal_01,ciclo_completo,exito,1369,344.51,True
58,goal_01,ciclo_completo,exito,1369,344.51,True
59,goal_01,ciclo_completo,exito,1369,344.51,True
60,goal_01,ciclo_completo,exito,1369,344.51,True
61,goal_01,ciclo_completo,exito,1369,344.51,True
62,goal_01,ciclo_completo,exito,1369,344.51,True
63,goal_01,ciclo_completo,exito,1369,344.51,True
64,goal_01,ciclo_completo,exito,1369,344.51,True
65,goal_01,ciclo_completo,exito,1369,344.51,True
66,goal_01,ciclo_completo,exito,1369,344.51,True
